Facility Code,Health Facility Code Short,Health Facility Code Duplicate 1,Source Duplicate 1,Duplicate 1 Date Collected,Health Facility Code Duplicate 2,Source Duplicate 2,Duplicate 2 Date Collected,Health Facility Code Duplicate 3,Source Duplicate 3,Duplicate 3 Date Collected,Health Facility Code Duplicate 4,Source Duplicate 4,Duplicate 4 Date Collected,SPEED Code,Source SPEED Code,SPEED Code Date Collected,PhilHealth Registration Number,Source Phil Health Code,Phil Health Code Date Collected,Health Facility Authorization/License to Operate,Source LTO Code,LTO Code Date Collected,Facility Name,Source Facility Name,Facility Name Date Collected,Old Health Facility Name 1,Source Old Health Facility Name 1,Old Health Facility Name 1 Date Collected,Old Health Facility Name 2,Source Old Health Facility Name 2,Old Health Facility Name 2 Date Collected,Old Health Facility Name 3,Source Old Health Facility Name 3,Old Health Facility Name 3 Date Collected,Health Facility Type,Source Health Facility Type,Health Facility Type Date Collected,Ownership Major Classification,Source Ownership Major Classification,Ownership Major Classification Date Collected,Ownership Sub-Classification for Government facilities,Source Ownership Sub-Classification for Government facilities,OSC Government Date Collected,Ownership Sub-Classification for private facilities,Source Ownership Sub-Classification for private facilities,OSC Private Date Collected,Street Name and #,Source Street Name and #,Street Name and # Date Collected,Building name and #,Source Building name and #,Building name and # Date Collected,Region Name                                             ,Source Region Name,Region Name Date Collected,Region PSGC,Province Name ,Source Province Name,Province Name  Date Collected,Province PSGC,City/Municipality Name,Source City/Municipality Name,City/Municipality Name Date Collected,City/Municipality PSGC,Barangay Name,Source Barangay Name,Barangay Name Date Collected,Barangay PSGC,Zip Code,Source Zip code,Zip Code Date Collected,Landline Number 1,Source Landline Number 1,Landline Number 1 Date Collected,Landline Number 2,Source Landline Number 2,Landline Number 2 Date Collected,Mobile Number 1,Source Mobile Number,Mobile Number Date Collected,Mobile Number 2,mobile number 2 src,mobile number 2 dt,Fax Number,Source Fax Number,Fax Number Date Collected,Email Address,Source Email Address,Email Address Date Collected,Alternate Email Address,Source Alternate Email Address,Alternate Email Address Date Collected,Official Website,Source Official Website,Official Website Date Collected,Facility Head: Last Name,Facility Head: First Name,Facility Head: Middle Name,Source Facility Head,Facility Head Date Collected,Facility Head: Position,Source Facility Head: Position,Facility Head: Position Date Collected,Latitude,Longitude,Source Latitude/Longitude,Latitude/Longitude Coord Date Collected,Precision Latitude/Longitude,Source Precision Latitude/Longitude,Health Facility Status in the database,Source Health Facility Status in the database,Health Facility Status in the database Date Collected,Reason for Inactive,Source Reason for Inactive,Reason for Inactive Date Collected,Comments,Source Comments,Comments Date Collected,Approval Status,Service Capability,Licensing Status,Licensing Status Source,Licensing Status Date Collected,Bed Capacity,Bed Capacity Source,Bed Capacity Date Collected,Request Source,Column1,Column2,Column3,,,,,,,,,,,,,,,,,,
DOH000000000003271,3271,DOH000000000010601,DOH/KMITS,06/10/2017,,,,,,,,,, ,,, ,,,,,,PILAR BARANGAY HEALTH STATION,DMO (DOH Rep),06/10/2017,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),06/10/2017,Government,DMO (DOH Rep),06/10/2017,Local Government Unit,DMO (DOH Rep),06/10/2017,,,,PUROK 1,,06/10/2017,,,,REGION I (ILOCOS REGION),DMO (DOH Rep),06/10/2017,10000000,PANGASINAN,DMO (DOH Rep),06/10/2017,15500000,BOLINAO,DMO (DOH Rep),06/10/2017,15514000,PILAR,DMO (DOH Rep),06/10/2017,15514021,2406,DOH/KMITS,06/10/2017,,,,,,,+63 9219868229,DMO (DOH Rep),06/10/2017,,,,,,,,,,,,,,,,CACHO,LETECIA,SORIANO,DMO (DOH Rep),06/10/2017,Rural Health Midwife,DMO (DOH Rep),06/10/2017,16.375221,119.95291,NAMRIA (GPS),23/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),06/10/2017,Not Applicable,DMO (DOH Rep),06/10/2017,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000002767,2767,,,,,,,,,,,,,,,,,,,,,,RILLERA MEDICAL HOSPITAL,Regional Office,23/07/2020,,,,,,,,,,Infirmary,Regional Office,23/07/2020,Private,Regional Office,23/07/2020,,,,,,,,,,,,,REGION I (ILOCOS REGION),Regional Office,23/07/2020,10000000,PANGASINAN,Regional Office,23/07/2020,15500000,BOLINAO,Regional Office,23/07/2020,15514000,GERMINAL (POB.),Regional Office,23/07/2020,15514011,2406,Regional Office,23/07/2020,+63 756326169,Regional Office,23/07/2020,+63 755542549,Regional Office,23/07/2020,+63 9189376914,Regional Office,23/07/2020,,,,,,,,,,,,,,,,RILLERA,FREDELYN,B.,Regional Office,23/07/2020,Chief of Hospital,Regional Office,23/07/2020,16.391588,119.892941,NAMRIA (GPS),23/05/2018,High,DOH/KMITS,Active,Regional Office,23/07/2020,Not Applicable,Regional Office,23/07/2020,,,,Approved,,With License,Regional Office,23/07/2020,10,Regional Office,23/07/2020,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000003426,3426,DOH000000000010600,DOH/KMITS,01/07/2013,, ,,, ,,, ,, ,,, ,,, ,,,SALUD BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,BOLINAO,DMO (DOH Rep),11/11/2014,15514000,SALUD,DMO (DOH Rep),11/11/2014,15514023,2406,DOH/KMITS,11/11/2014, , ,, , ,,+63 9103620278,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,VIENES,EVELYN,CASTA,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,16.38661,119.94407,NAMRIA (GPS),23/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000002863,2863,DOH000000000010459,DOH/KMITS,05/10/2017,,,,,,,,,, ,,, ,,,,,,TARA BARANGAY HEALTH STATION,DMO (DOH Rep),05/10/2017,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),05/10/2017,Government,DMO (DOH Rep),05/10/2017,Local Government Unit,DMO (DOH Rep),05/10/2017,,,,PUROK 2,DMO (DOH Rep),05/10/2017,,,,REGION I (ILOCOS REGION),DMO (DOH Rep),05/10/2017,10000000,PANGASINAN,DMO (DOH Rep),05/10/2017,15500000,BOLINAO,DMO (DOH Rep),05/10/2017,15514000,TARA,DMO (DOH Rep),05/10/2017,15514028,2406,DOH/KMITS,05/10/2017,,,,,,,+63 9508804164,DMO (DOH Rep),05/10/2017,,,,,,,,,,,,,,,,OBEDOZA,ANITA,CONSUL,DMO (DOH Rep),05/10/2017,Rural Health Midwife,DMO (DOH Rep),05/10/2017,16.330178,119.894419,NAMRIA (GPS),23/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),05/10/2017,Not Applicable,DMO (DOH Rep),05/10/2017,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000010462,10462,,,,,,,,,,,,, ,,, ,,,,,,TUPA BARANGAY HEALTH STATION,DMO (DOH Rep),01/10/2017,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),01/10/2017,Government,DMO (DOH Rep),01/10/2017,Local Government Unit,DMO (DOH Rep),01/10/2017,,,,PAG-ASA,DMO (DOH Rep),01/10/2017,,,,REGION I (ILOCOS REGION),DMO (DOH Rep),01/10/2017,10000000,PANGASINAN,DMO (DOH Rep),01/10/2017,15500000,BOLINAO,DMO (DOH Rep),01/10/2017,15514000,TUPA,DMO (DOH Rep),01/10/2017,15514029,2406,DOH/KMITS,01/10/2017,,,,,,,+63 9391569506,DMO (DOH Rep),01/10/2017,,,,,,,,,,,,,,,,CABARDO,SALVACION,BELO,DMO (DOH Rep),01/10/2017,Rural Health Midwife,DMO (DOH Rep),01/10/2017,16.330739,119.855164,NAMRIA (GPS),23/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),01/10/2017,Not Applicable,DMO (DOH Rep),01/10/2017,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000004279,4279,DOH000000000010472,DOH/KMITS,06/10/2017,,,,,,,,,, ,,, ,,,,,,ZARAGOZA BARANGAY HEALTH STATION,DMO (DOH Rep),06/10/2017,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),06/10/2017,Government,DMO (DOH Rep),06/10/2017,Local Government Unit,DMO (DOH Rep),06/10/2017,,,,DEL PILAR STREET,DMO (DOH Rep),06/10/2017,,,,REGION I (ILOCOS REGION),DMO (DOH Rep),06/10/2017,10000000,PANGASINAN,DMO (DOH Rep),06/10/2017,15500000,BOLINAO,DMO (DOH Rep),06/10/2017,15514000,ZARAGOZA,DMO (DOH Rep),06/10/2017,15514031,2406,DOH/KMITS,06/10/2017,,,,,,,+63 9213403627,DMO (DOH Rep),06/10/2017,,,,,,,,,,,,,,,,GAPASIN,IMELDA,FERIA,DMO (DOH Rep),06/10/2017,Rural Health Midwife,DMO (DOH Rep),06/10/2017,16.255285,119.891437,NAMRIA (GPS),23/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),06/10/2017,Not Applicable,DMO (DOH Rep),06/10/2017,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000025859,25859,, ,,, ,,, ,,, ,, ,,, ,,, ,,,ANGARIAN BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,BUGALLON,DMO (DOH Rep),11/11/2014,15515000,ANGARIAN,DMO (DOH Rep),11/11/2014,15515001,2416,DOH/KMITS,11/11/2014, , ,, , ,,+63 9186409502,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,SANTOS,LEONITA,B.,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,15.9772176,120.2488821,NAMRIA (GPS),28/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000025861,25861,, ,,, ,,, ,,, ,, ,,, ,,, ,,,ASINAN BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,BUGALLON,DMO (DOH Rep),11/11/2014,15515000,ASINAN,DMO (DOH Rep),11/11/2014,15515002,2416,DOH/KMITS,11/11/2014, , ,, , ,,+63 9275305130,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,RESOLME,LORNA,DELA CRUZ,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,15.9841176,120.2003821,NAMRIA (GPS),28/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000025863,25863,, ,,, ,,, ,,, ,, ,,, ,,, ,,,BACABAC BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,BUGALLON,DMO (DOH Rep),11/11/2014,15515000,BACABAC,DMO (DOH Rep),11/11/2014,15515004,2416,DOH/KMITS,11/11/2014, , ,, , ,,+63 9167726974,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,ORDUÑA,NORMA,V.,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,15.9709176,120.2070821,NAMRIA (GPS),28/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000038690,38690,,,,,,,,,,,,,,DMO (DOH Rep),13/05/2020,,DMO (DOH Rep),13/05/2020,,DMO (DOH Rep),13/05/2020,BUGALLON RHU I-BIRTHING FACILITY,DMO (DOH Rep),13/05/2020,,,,,,,,,,Birthing Home,DMO (DOH Rep),13/05/2020,Government,DMO (DOH Rep),13/05/2020,,DMO (DOH Rep),13/05/2020,,DMO (DOH Rep),13/05/2020,,DMO (DOH Rep),13/05/2020,,DMO (DOH Rep),13/05/2020,REGION I (ILOCOS REGION),DMO (DOH Rep),13/05/2020,10000000,PANGASINAN,DMO (DOH Rep),13/05/2020,15500000,BUGALLON,DMO (DOH Rep),13/05/2020,15515000,POBLACION,DMO (DOH Rep),13/05/2020,15515016,,DMO (DOH Rep),13/05/2020,63,DMO (DOH Rep),13/05/2020,63,DMO (DOH Rep),13/05/2020,63,DMO (DOH Rep),13/05/2020,63,DMO (DOH Rep),13/05/2020,,DMO (DOH Rep),13/05/2020,,DMO (DOH Rep),13/05/2020,,DMO (DOH Rep),13/05/2020,,DMO (DOH Rep),13/05/2020,,,,DMO (DOH Rep),13/05/2020,,DMO (DOH Rep),13/05/2020,15.954455,120.215506,NAMRIA (GPS),24/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),13/05/2020,Not Applicable,DMO (DOH Rep),13/05/2020,,DMO (DOH Rep),13/05/2020,Approved,,With License,DMO (DOH Rep),13/05/2020,5,DMO (DOH Rep),13/05/2020,MOBILE REQUEST,,,,,,,,,,,,,,,,,,,,,
DOH000000000038691,38691,,,,,,,,,,,,,,DMO (DOH Rep),13/05/2020,,DMO (DOH Rep),13/05/2020,,DMO (DOH Rep),13/05/2020,BUGALLON RHU II-BIRTHING FACILITY,DMO (DOH Rep),13/05/2020,,,,,,,,,,Birthing Home,DMO (DOH Rep),13/05/2020,Government,DMO (DOH Rep),13/05/2020,,DMO (DOH Rep),13/05/2020,,DMO (DOH Rep),13/05/2020,,DMO (DOH Rep),13/05/2020,,DMO (DOH Rep),13/05/2020,REGION I (ILOCOS REGION),DMO (DOH Rep),13/05/2020,10000000,PANGASINAN,DMO (DOH Rep),13/05/2020,15500000,BUGALLON,DMO (DOH Rep),13/05/2020,15515000,MAGTAKING,DMO (DOH Rep),13/05/2020,15515013,,DMO (DOH Rep),13/05/2020,63,DMO (DOH Rep),13/05/2020,63,DMO (DOH Rep),13/05/2020,63,DMO (DOH Rep),13/05/2020,63,DMO (DOH Rep),13/05/2020,,DMO (DOH Rep),13/05/2020,,DMO (DOH Rep),13/05/2020,,DMO (DOH Rep),13/05/2020,,DMO (DOH Rep),13/05/2020,,,,DMO (DOH Rep),13/05/2020,,DMO (DOH Rep),13/05/2020,15.9863176,120.1824821,NAMRIA (GPS),28/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),13/05/2020,Not Applicable,DMO (DOH Rep),13/05/2020,,DMO (DOH Rep),13/05/2020,Approved,,With License,DMO (DOH Rep),13/05/2020,1,DMO (DOH Rep),13/05/2020,MOBILE REQUEST,,,,,,,,,,,,,,,,,,,,,
DOH000000000003358,3358,, ,,, ,,, ,,, ,, ,,, ,,, ,,,BUGALLON RURAL HEALTH UNIT I,DMO (DOH Rep),11/11/2014,BUGALLON COMMUNITY HOSPITAL,DMO (DOH Rep),11/11/2014, , ,, , ,,Rural Health Unit,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,BUGALLON,DMO (DOH Rep),11/11/2014,15515000,POBLACION,DMO (DOH Rep),11/11/2014,15515016,2416,DOH/KMITS,11/11/2014, , ,, , ,,+63 9063751993,DMO (DOH Rep),11/11/2014,,,, , ,,bugallonmho@yahoo.com,DMO (DOH Rep),11/11/2014, , ,, , ,,RICO,JOSE ISIDRO,V.,DMO (DOH Rep),11/11/2014,Municipal Health Officer,DMO (DOH Rep),11/11/2014,15.954455,120.215506,NAMRIA (GPS),24/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000005447,5447,, ,,, ,,, ,,, ,, ,,, ,,, ,,,BUGALLON RURAL HEALTH UNIT II,DMO (DOH Rep),11/11/2014,RHU II MAGTAKING,DMO (DOH Rep),11/11/2014, , ,, , ,,Rural Health Unit,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,,"CENTRO, NATIONAL HIGHWAY",DMO (DOH Rep),11/11/2014, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,BUGALLON,DMO (DOH Rep),11/11/2014,15515000,MAGTAKING,DMO (DOH Rep),11/11/2014,15515013,2416,DOH/KMITS,11/11/2014,+63 755292481,DMO (DOH Rep),11/11/2014, , ,,+63 9186166138,DMO (DOH Rep),11/11/2014,,,, , ,,bugallonmho@yahoo.com,DMO (DOH Rep),11/11/2014, , ,, , ,,RICO,JOSE ISIDRO,V.,DMO (DOH Rep),11/11/2014,Municipal Health Officer,DMO (DOH Rep),11/11/2014,15.9863176,120.1824821,NAMRIA (GPS),28/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000001017,1017,DOH000000000010630,DOH/KMITS,01/07/2013,, ,,, ,,, ,, ,,, ,,, ,,,CABAYAOASAN BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,BUGALLON,DMO (DOH Rep),11/11/2014,15515000,CABAYAOASAN,DMO (DOH Rep),11/11/2014,15515007,2416,DOH/KMITS,11/11/2014, , ,, , ,,+63 9177392482,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,CABURNAY,ROSSANA, ,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,15.9623176,120.2321821,NAMRIA (GPS),28/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000025864,25864,, ,,, ,,, ,,, ,, ,,, ,,, ,,,GUESET BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,BUGALLON,DMO (DOH Rep),11/11/2014,15515000,GUESET,DMO (DOH Rep),11/11/2014,15515009,2416,DOH/KMITS,11/11/2014, , ,, , ,,+63 9122174022,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,IGNACIO,KIMBERLY, ,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,15.9743176,120.1766821,NAMRIA (GPS),28/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000029969,29969,, ,,, ,,, ,,, ,, ,,, ,,, ,,,HACIENDA BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,BUGALLON,DMO (DOH Rep),11/11/2014,15515000,HACIENDA,DMO (DOH Rep),11/11/2014,15515010,2416,DOH/KMITS,11/11/2014, , ,, , ,,+63 9208577374,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,NARVASA,GINE, ,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,15.9348176,120.1925821,NAMRIA (GPS),28/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000001137,1137,DOH000000000010617,DOH/KMITS,01/07/2013,, ,,, ,,, ,, ,,, ,,, ,,,LAGUIT CENTRO BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,BUGALLON,DMO (DOH Rep),11/11/2014,15515000,LAGUIT CENTRO,DMO (DOH Rep),11/11/2014,15515011,2416,DOH/KMITS,11/11/2014, , ,, , ,,+63 9208577374,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,NARVASA,GINE,N.,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,15.9474176,120.1908821,NAMRIA (GPS),28/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000002566,2566,DOH000000000010632,DOH/KMITS,01/07/2013,, ,,, ,,, ,, ,,, ,,, ,,,LAGUIT PADILLA BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,BUGALLON,DMO (DOH Rep),11/11/2014,15515000,LAGUIT PADILLA,DMO (DOH Rep),11/11/2014,15515012,2416,DOH/KMITS,11/11/2014, , ,, , ,,+63 9162586526,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,CABURNAY,EVANGELINE,M.,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,15.9488176,120.1814821,NAMRIA (GPS),28/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000027907,27907,,,,,,,,,,,,, ,,, ,,,,,,MAGTAKING BARANGAY HEALTH STATION,DMO (DOH Rep),08/10/2019,,,,,,,,,,Barangay Health Station,DMO (DOH Rep),08/10/2019,Government,DMO (DOH Rep),08/10/2019,Local Government Unit,DMO (DOH Rep),08/10/2019,,,,MAGTAKING NATIONAL HIGWAY,DMO (DOH Rep),08/10/2019,,,,REGION I (ILOCOS REGION),DMO (DOH Rep),08/10/2019,10000000,PANGASINAN,DMO (DOH Rep),08/10/2019,15500000,BUGALLON,DMO (DOH Rep),08/10/2019,15515000,MAGTAKING,DMO (DOH Rep),08/10/2019,15515013,2416,DMO (DOH Rep),08/10/2019,,,,,,,+63 9165767321,DMO (DOH Rep),08/10/2019,,,,,,,,,,,,,,,,RESOLME,LORNA,O.,DMO (DOH Rep),08/10/2019,Rural Health Midwife,DMO (DOH Rep),08/10/2019,15.982399,120.1901669,WHO (Barangay Centroid),07/08/2015,Low,DOH/KMITS,Active,DMO (DOH Rep),08/10/2019,Not Applicable,DMO (DOH Rep),08/10/2019,,,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
DOH000000000002493,2493,, ,,, ,,, ,,, ,, ,,, ,,, ,,,PANGASCASAN BARANGAY HEALTH STATION,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,Barangay Health Station,DMO (DOH Rep),11/11/2014,Government,DMO (DOH Rep),11/11/2014,Local Government Unit,DMO (DOH Rep),11/11/2014, , ,, , ,, , ,,REGION I (ILOCOS REGION),DMO (DOH Rep),11/11/2014,10000000,PANGASINAN,DMO (DOH Rep),11/11/2014,15500000,BUGALLON,DMO (DOH Rep),11/11/2014,15515000,PANGASCASAN,DMO (DOH Rep),11/11/2014,15515014,2416,DOH/KMITS,11/11/2014, , ,, , ,,+63 9272860444,DMO (DOH Rep),11/11/2014,,,, , ,, , ,, , ,, , ,,FERRER,ELENA,C.,DMO (DOH Rep),11/11/2014,Rural Health Midwife,DMO (DOH Rep),11/11/2014,15.9340176,120.2681821,NAMRIA (GPS),28/05/2018,High,DOH/KMITS,Active,DMO (DOH Rep),11/11/2014,Not Applicable,DMO (DOH Rep),11/11/2014, , ,,Approved,,,,,,,,NHFR WEBSITE,,,,,,,,,,,,,,,,,,,,,
